gender,race/ethnicity,parental level of education,lunch,test preparation course,internet_access,extracurricular_activities,tutoring_support,study_method,parental_involvement,previous_term_score,attendance_rate,weekly_study_hours,sleep_hours_per_day,daily_screen_time_hours,past_failures,reading score,writing score,math score
female,group E,some high school,free/reduced,completed,no,yes,private_tutor,spaced_repetition,medium,65,91.6,9.3,7.5,4.7,0,74,78,75
female,group E,associate's degree,free/reduced,none,yes,yes,peer_tutoring,group_study,low,62,95.7,15.6,5.6,3.9,0,50,49,50
male,group A,high school,standard,none,no,yes,peer_tutoring,group_study,medium,75,89.7,19.4,7.6,2.3,0,80,80,79
male,group A,some high school,standard,completed,yes,no,none,group_study,high,65,97.7,16.8,7.0,2.8,1,77,73,72
female,group C,associate's degree,free/reduced,none,yes,yes,peer_tutoring,active_problem_solving,high,74,80.3,21.3,8.6,2.3,0,90,83,78
female,group A,some high school,standard,completed,yes,no,private_tutor,group_study,low,68,79.3,21.0,7.1,4.0,0,86,87,79
male,group A,bachelor's degree,free/reduced,none,no,no,none,group_study,medium,73,96.8,19.8,8.0,5.9,1,68,70,66
male,group D,high school,standard,none,yes,yes,none,group_study,low,78,90.2,18.4,7.3,3.4,0,85,79,79
female,group B,some high school,free/reduced,completed,yes,yes,none,active_problem_solving,high,99,89.0,21.7,5.7,4.5,0,100,100,97
male,group B,some high school,standard,completed,yes,yes,private_tutor,spaced_repetition,low,71,96.6,7.5,7.9,3.8,0,81,80,79
male,group D,some high school,standard,none,no,yes,none,passive_reading,high,73,97.3,24.4,8.9,1.0,0,84,85,82
female,group C,some college,standard,none,yes,yes,none,passive_reading,medium,74,98.7,18.1,6.9,5.0,0,95,91,88
female,group C,high school,standard,completed,yes,no,none,group_study,low,50,95.8,27.9,7.6,1.7,0,76,69,64
female,group D,high school,free/reduced,none,yes,yes,none,passive_reading,medium,80,96.3,29.6,6.3,6.1,1,90,82,80
male,group B,high school,standard,none,no,yes,none,passive_reading,high,60,98.2,15.8,6.2,9.2,0,59,61,64
male,group C,bachelor's degree,standard,none,yes,no,private_tutor,group_study,high,66,90.4,9.7,6.7,3.6,0,85,79,80
female,group C,associate's degree,free/reduced,none,yes,yes,peer_tutoring,active_problem_solving,medium,73,93.7,15.0,6.2,3.2,0,85,83,77
male,group D,associate's degree,free/reduced,none,yes,yes,none,spaced_repetition,medium,60,92.2,28.0,6.0,4.5,1,70,69,75
male,group B,high school,standard,completed,yes,yes,none,spaced_repetition,low,69,91.4,19.4,7.3,4.3,0,75,75,79
male,group B,associate's degree,standard,completed,yes,no,peer_tutoring,spaced_repetition,high,93,94.0,17.1,10.0,1.9,1,100,100,100
male,group E,associate's degree,standard,completed,yes,no,private_tutor,spaced_repetition,high,42,86.2,9.0,8.5,4.0,1,58,55,52
male,group B,high school,standard,none,yes,yes,none,passive_reading,high,65,94.6,11.9,7.9,6.3,1,60,61,66
male,group B,bachelor's degree,free/reduced,none,yes,no,peer_tutoring,spaced_repetition,medium,62,81.8,8.7,8.9,0.6,1,65,65,62
male,group D,high school,free/reduced,completed,yes,yes,none,active_problem_solving,high,84,93.6,14.0,7.5,1.6,0,97,96,90
female,group D,associate's degree,standard,none,yes,yes,none,active_problem_solving,high,71,88.8,18.0,6.3,1.8,1,84,82,81
male,group C,associate's degree,standard,completed,no,no,none,passive_reading,low,79,92.1,14.8,7.2,3.7,1,84,83,85
female,group E,some college,free/reduced,none,yes,no,none,group_study,high,66,94.4,17.7,6.8,4.3,1,70,68,70
female,group D,some high school,standard,none,no,yes,none,group_study,high,84,95.0,13.4,7.4,3.6,0,90,90,80
female,group A,bachelor's degree,free/reduced,none,yes,yes,private_tutor,active_problem_solving,medium,91,95.1,16.3,5.6,0.7,0,100,100,98
female,group B,high school,standard,none,yes,no,none,active_problem_solving,medium,77,91.7,25.9,9.0,3.3,0,100,97,95
male,group B,associate's degree,free/reduced,none,yes,no,none,passive_reading,medium,81,93.6,11.3,8.0,2.3,0,74,71,78
male,group D,some high school,standard,completed,no,no,private_tutor,group_study,low,74,91.8,10.2,6.2,2.4,0,84,80,84
female,group D,some college,free/reduced,none,yes,no,private_tutor,passive_reading,medium,48,93.8,19.4,6.9,1.9,0,57,56,60
male,group B,some college,standard,none,no,yes,private_tutor,active_problem_solving,medium,70,94.0,17.7,6.5,3.9,0,84,83,84
male,group B,high school,standard,none,yes,no,private_tutor,spaced_repetition,high,81,90.1,11.8,7.3,1.3,0,93,92,89
male,group D,some high school,standard,completed,yes,no,none,passive_reading,medium,73,78.5,3.4,6.9,1.4,0,75,72,72
female,group D,some college,standard,none,yes,yes,private_tutor,spaced_repetition,high,56,95.3,4.1,5.5,1.4,0,69,66,67
male,group B,associate's degree,standard,none,yes,yes,none,spaced_repetition,high,65,84.7,20.8,7.6,0.5,0,75,74,73
male,group C,bachelor's degree,standard,none,yes,no,none,group_study,low,60,95.3,18.8,6.5,3.5,0,75,77,76
male,group B,some college,standard,completed,yes,yes,none,passive_reading,medium,91,90.3,12.4,4.4,2.2,1,98,90,100
female,group C,high school,standard,none,no,yes,none,group_study,medium,85,86.9,8.8,7.3,0.6,0,92,91,91
male,group A,some college,standard,none,no,yes,none,spaced_repetition,medium,96,92.1,20.5,6.5,6.9,0,98,99,93
female,group C,master's degree,standard,none,yes,no,none,group_study,medium,67,88.8,3.5,8.0,3.1,0,80,79,73
female,group D,high school,standard,none,yes,yes,none,spaced_repetition,low,70,97.9,12.6,5.5,0.7,0,70,72,72
male,group D,some high school,standard,none,yes,no,none,spaced_repetition,medium,52,95.0,4.2,8.5,3.9,0,51,51,59
male,group B,some college,free/reduced,none,yes,yes,peer_tutoring,active_problem_solving,medium,65,97.8,20.8,8.7,2.3,0,68,73,69
male,group E,high school,standard,completed,no,yes,none,spaced_repetition,medium,85,79.1,25.2,7.9,0.6,0,93,95,89
female,group D,some high school,free/reduced,none,yes,yes,none,group_study,high,78,95.4,7.8,7.5,4.5,0,84,82,80
male,group C,high school,free/reduced,none,yes,no,none,active_problem_solving,medium,68,84.9,22.4,6.4,5.5,2,60,58,64
female,group D,associate's degree,standard,none,no,yes,none,passive_reading,medium,62,97.2,13.0,6.0,4.3,0,71,67,65
male,group A,high school,free/reduced,completed,yes,yes,none,passive_reading,medium,78,79.1,15.8,7.4,1.7,0,83,82,80
male,group A,master's degree,standard,none,yes,no,none,spaced_repetition,medium,49,93.8,10.2,8.2,7.2,1,54,50,51
male,group E,some college,standard,none,yes,no,none,active_problem_solving,medium,70,78.3,26.1,8.4,3.3,0,84,86,82
female,group D,some high school,standard,completed,yes,no,none,active_problem_solving,low,68,91.3,12.7,9.1,2.1,0,74,71,73
female,group E,some high school,standard,none,yes,no,private_tutor,group_study,low,55,74.1,17.4,8.1,1.8,0,57,58,48
male,group C,high school,standard,none,yes,yes,private_tutor,group_study,medium,89,89.3,25.2,6.6,3.4,0,100,96,93
female,group C,some college,standard,completed,yes,no,none,active_problem_solving,medium,60,92.7,13.1,7.5,2.4,1,82,75,72
male,group C,some high school,standard,none,yes,no,peer_tutoring,spaced_repetition,medium,60,97.5,6.9,7.7,4.0,0,56,60,56
male,group C,some high school,free/reduced,none,yes,yes,peer_tutoring,passive_reading,high,79,96.6,6.8,5.9,3.3,0,75,79,83
male,group B,some high school,free/reduced,completed,yes,no,none,group_study,low,70,93.3,4.5,7.7,5.1,1,69,68,70
male,group A,associate's degree,standard,completed,yes,no,none,active_problem_solving,medium,77,85.6,23.8,8.5,3.9,0,100,95,96
male,group C,high school,standard,none,yes,no,none,group_study,high,45,95.6,18.4,7.0,3.1,1,51,43,44
male,group C,associate's degree,standard,none,no,yes,none,active_problem_solving,high,53,99.2,6.7,7.0,1.6,0,65,65,62
female,group A,bachelor's degree,standard,none,yes,yes,none,spaced_repetition,medium,69,95.5,8.4,6.0,8.2,1,79,76,78
male,group C,some high school,standard,none,yes,no,none,group_study,medium,75,90.7,14.5,8.8,4.4,1,81,81,83
female,group C,associate's degree,standard,none,yes,no,none,spaced_repetition,medium,71,97.2,13.5,8.6,4.1,0,94,87,83
male,group B,some high school,standard,none,yes,no,none,group_study,low,62,90.5,5.5,6.4,1.7,0,50,48,59
male,group C,some high school,standard,none,yes,no,none,group_study,medium,63,94.4,17.1,9.1,1.6,1,62,61,66
female,group A,bachelor's degree,standard,none,yes,yes,none,spaced_repetition,medium,80,94.7,13.3,7.9,4.3,0,98,91,89
male,group E,associate's degree,standard,completed,yes,yes,none,active_problem_solving,medium,96,94.4,8.9,8.5,0.5,1,100,100,100
female,group C,bachelor's degree,standard,completed,yes,yes,none,passive_reading,medium,57,98.0,15.9,7.7,3.9,2,70,75,67
female,group C,high school,standard,none,yes,no,peer_tutoring,spaced_repetition,low,65,85.9,6.7,5.0,1.7,0,71,66,65
female,group D,some college,free/reduced,completed,yes,no,none,spaced_repetition,medium,50,94.1,25.3,8.7,2.8,0,66,64,59
male,group B,bachelor's degree,free/reduced,none,yes,no,none,spaced_repetition,low,58,85.3,25.8,9.3,1.9,0,59,59,67
female,group C,high school,free/reduced,completed,yes,no,private_tutor,group_study,medium,60,88.1,9.6,7.3,1.7,0,80,76,75
male,group C,some college,free/reduced,completed,no,yes,peer_tutoring,spaced_repetition,medium,80,94.0,11.7,7.8,4.5,1,77,81,81
male,group D,bachelor's degree,standard,none,yes,no,peer_tutoring,group_study,low,67,94.4,8.2,8.1,3.4,1,83,78,83
male,group D,associate's degree,standard,none,yes,no,none,active_problem_solving,high,69,84.7,16.7,8.9,10.0,0,75,70,72
female,group C,high school,free/reduced,completed,yes,no,peer_tutoring,active_problem_solving,medium,55,86.7,9.7,7.0,4.6,0,70,67,63
male,group C,some college,standard,none,yes,no,none,spaced_repetition,medium,47,92.2,5.4,7.3,3.5,0,50,46,50
male,group B,some high school,standard,completed,yes,no,none,passive_reading,medium,88,94.2,11.1,6.5,2.1,0,98,91,98
male,group A,associate's degree,free/reduced,completed,no,no,peer_tutoring,passive_reading,medium,73,95.0,21.9,7.0,1.7,0,78,77,82
male,group C,some high school,free/reduced,completed,yes,yes,peer_tutoring,active_problem_solving,low,78,90.6,28.4,8.0,2.5,0,89,81,93
female,group C,associate's degree,free/reduced,none,yes,no,peer_tutoring,active_problem_solving,medium,58,94.6,2.5,7.9,1.5,0,64,59,66
female,group D,some high school,standard,none,yes,no,none,passive_reading,low,72,96.2,20.7,6.6,2.6,0,70,74,68
female,group D,high school,standard,completed,yes,yes,none,passive_reading,medium,48,94.4,11.2,6.9,1.9,2,58,57,52
male,group D,some high school,standard,completed,yes,no,none,active_problem_solving,medium,53,90.5,19.3,5.5,2.5,0,63,61,61
male,group D,some college,standard,none,no,yes,peer_tutoring,spaced_repetition,medium,55,89.2,12.5,7.4,2.7,0,58,53,61
male,group B,high school,standard,completed,yes,no,private_tutor,passive_reading,low,49,97.3,23.9,8.1,4.8,0,60,60,63
female,group C,master's degree,standard,none,yes,no,peer_tutoring,active_problem_solving,medium,66,96.3,10.8,8.0,3.6,0,89,85,85
female,group C,bachelor's degree,standard,none,yes,no,none,active_problem_solving,medium,66,86.8,22.4,7.2,5.5,0,90,86,85
female,group C,some college,free/reduced,none,yes,no,none,active_problem_solving,low,78,91.4,5.5,6.8,3.2,0,75,77,77
female,group C,some college,standard,none,yes,yes,none,active_problem_solving,low,57,98.0,15.0,6.1,2.8,0,78,72,67
female,group E,associate's degree,standard,none,yes,no,none,active_problem_solving,low,75,92.6,21.6,6.2,6.7,0,88,87,87
male,group A,associate's degree,standard,none,no,yes,none,spaced_repetition,medium,63,90.4,6.0,7.7,2.5,0,65,61,66
male,group C,some high school,standard,completed,yes,no,none,group_study,medium,60,94.8,13.5,6.4,2.2,0,75,69,71
male,group C,some college,standard,none,yes,no,private_tutor,passive_reading,medium,78,98.7,8.1,8.1,3.2,0,89,87,88
male,group A,some high school,standard,completed,yes,no,none,active_problem_solving,high,66,81.9,17.1,5.7,1.7,0,80,77,83
male,group B,associate's degree,free/reduced,completed,yes,no,none,spaced_repetition,medium,81,94.0,16.7,6.4,2.4,0,94,89,98
male,group A,master's degree,free/reduced,completed,no,no,peer_tutoring,passive_reading,low,57,90.0,12.1,8.6,2.5,1,58,53,61
male,group D,some high school,standard,none,yes,no,none,spaced_repetition,medium,70,97.7,11.3,8.2,3.9,0,74,74,75
female,group D,master's degree,standard,none,yes,no,none,passive_reading,high,68,97.7,17.3,6.6,4.5,2,88,89,82
male,group D,associate's degree,standard,completed,yes,no,private_tutor,passive_reading,high,65,83.4,8.6,7.2,6.5,0,75,70,74
female,group B,high school,standard,none,yes,no,none,passive_reading,low,61,95.7,11.6,5.9,1.4,0,63,65,64
male,group D,high school,standard,none,yes,yes,none,group_study,medium,56,90.7,10.7,5.8,2.9,2,48,50,50
male,group B,some college,standard,none,yes,no,peer_tutoring,active_problem_solving,medium,52,81.5,7.4,6.4,3.6,0,51,52,51
male,group B,associate's degree,standard,completed,yes,yes,none,group_study,medium,75,95.5,16.5,5.0,0.6,0,100,93,95
male,group E,bachelor's degree,standard,none,yes,yes,none,spaced_repetition,high,93,84.2,11.6,8.3,4.7,0,100,96,100
female,group B,bachelor's degree,free/reduced,none,yes,yes,peer_tutoring,active_problem_solving,high,56,98.2,19.5,6.9,2.9,0,78,74,70
female,group C,associate's degree,standard,none,yes,yes,peer_tutoring,active_problem_solving,low,97,95.8,20.0,7.2,3.9,0,100,100,100
female,group A,some college,free/reduced,none,no,yes,none,group_study,high,62,81.3,11.0,7.9,3.4,0,53,57,59
male,group C,some high school,standard,none,yes,yes,none,spaced_repetition,medium,75,96.9,19.5,7.6,5.4,1,72,76,74
male,group A,some college,standard,none,yes,yes,none,active_problem_solving,high,82,86.8,7.4,7.4,4.3,0,100,96,94
male,group C,some high school,standard,completed,yes,no,none,active_problem_solving,low,68,90.1,17.8,5.8,2.0,0,77,72,72
female,group E,associate's degree,free/reduced,completed,no,yes,none,passive_reading,low,78,87.9,18.0,6.9,2.8,0,81,81,77
female,group A,high school,standard,none,no,no,peer_tutoring,spaced_repetition,medium,73,80.7,21.6,7.4,5.7,0,88,85,79
male,group B,some high school,free/reduced,none,yes,yes,none,group_study,high,65,89.1,16.2,6.2,5.3,1,50,54,59
male,group E,associate's degree,standard,none,no,no,none,active_problem_solving,medium,80,96.6,6.2,6.4,3.3,0,94,89,89
female,group B,associate's degree,standard,none,no,yes,none,spaced_repetition,low,81,92.0,6.4,8.3,4.8,0,83,81,90
male,group A,master's degree,standard,completed,no,yes,none,active_problem_solving,high,47,95.6,9.2,5.5,1.8,1,60,63,58
female,group C,some high school,free/reduced,none,no,yes,peer_tutoring,spaced_repetition,medium,55,94.0,14.0,6.3,6.6,1,51,55,60
male,group C,associate's degree,standard,none,yes,yes,private_tutor,passive_reading,medium,56,97.4,18.4,8.0,7.7,0,63,59,63
female,group C,master's degree,free/reduced,none,yes,yes,none,group_study,medium,68,85.1,13.0,5.6,4.9,0,76,77,72
male,group E,master's degree,standard,none,yes,no,none,spaced_repetition,high,60,95.1,11.7,6.9,4.7,0,85,81,80
female,group D,associate's degree,free/reduced,completed,no,yes,peer_tutoring,group_study,high,53,98.9,5.3,4.0,1.8,1,57,55,49
female,group C,high school,standard,none,yes,no,none,active_problem_solving,high,71,91.7,14.7,8.1,7.5,0,87,80,82
male,group C,high school,standard,completed,yes,yes,none,group_study,medium,60,95.9,9.8,6.8,1.7,1,72,66,71
male,group B,some high school,free/reduced,none,yes,yes,none,active_problem_solving,medium,60,94.5,17.9,8.2,1.8,0,61,62,66
female,group C,associate's degree,standard,none,yes,yes,none,group_study,medium,68,95.8,15.2,7.7,5.1,0,79,80,81
male,group B,some high school,free/reduced,none,no,no,none,group_study,medium,67,95.7,13.5,8.5,2.3,1,60,63,64
male,group B,some college,free/reduced,completed,yes,no,peer_tutoring,group_study,medium,54,94.1,15.7,8.2,5.7,0,61,57,62
male,group C,some college,free/reduced,none,no,no,private_tutor,passive_reading,medium,61,95.2,15.9,6.0,7.5,1,52,52,55
female,group B,high school,standard,completed,yes,no,none,group_study,high,60,79.1,13.7,4.3,5.2,0,69,62,59
female,group B,bachelor's degree,free/reduced,none,yes,no,none,group_study,medium,72,85.1,11.2,7.2,1.9,0,80,79,79
female,group B,some college,free/reduced,completed,yes,no,none,active_problem_solving,low,70,98.1,38.0,7.7,5.7,0,99,92,88
female,group C,high school,standard,none,yes,yes,private_tutor,group_study,high,70,87.1,24.4,6.3,1.8,0,95,90,86
male,group D,bachelor's degree,standard,none,yes,yes,none,passive_reading,medium,43,93.9,10.3,6.7,3.3,2,45,45,43
male,group D,some college,standard,none,no,no,none,group_study,medium,57,98.3,8.5,6.6,1.2,1,57,59,58
male,group B,bachelor's degree,standard,none,yes,yes,none,spaced_repetition,high,73,97.7,14.7,7.1,2.4,0,92,83,83
female,group E,associate's degree,standard,none,no,yes,private_tutor,active_problem_solving,high,75,90.7,12.9,8.1,2.9,0,95,95,89
female,group B,associate's degree,free/reduced,none,yes,no,peer_tutoring,passive_reading,medium,65,77.6,11.5,7.0,9.7,1,58,58,62
male,group E,high school,standard,completed,no,yes,none,spaced_repetition,high,71,90.6,11.3,4.5,1.2,0,84,77,73
female,group C,some high school,standard,none,yes,yes,none,group_study,medium,50,92.7,26.3,8.6,3.4,1,56,57,52
female,group E,some high school,free/reduced,completed,yes,yes,none,group_study,high,54,94.0,16.1,8.2,0.8,1,65,61,63
male,group C,some college,standard,completed,yes,no,private_tutor,passive_reading,medium,83,94.0,6.7,6.1,3.8,0,96,93,96
female,group D,master's degree,standard,none,yes,yes,private_tutor,passive_reading,high,48,81.5,9.8,8.0,3.3,1,62,58,54
male,group A,associate's degree,standard,none,yes,no,peer_tutoring,active_problem_solving,medium,86,91.0,12.5,8.0,3.5,0,100,96,96
female,group B,high school,standard,none,yes,yes,none,passive_reading,medium,80,95.4,24.2,7.2,2.9,0,95,87,81
male,group B,some college,free/reduced,none,no,no,peer_tutoring,group_study,medium,84,90.9,9.3,5.9,2.6,1,77,76,78
female,group D,some college,standard,none,no,no,peer_tutoring,spaced_repetition,low,71,94.6,8.8,5.4,9.1,0,77,75,78
male,group C,bachelor's degree,standard,none,yes,no,peer_tutoring,group_study,medium,64,95.1,13.6,6.4,4.2,0,77,67,72
female,group A,master's degree,standard,none,yes,no,none,active_problem_solving,high,57,92.2,28.1,6.9,2.5,0,81,72,70
male,group D,high school,standard,none,yes,yes,none,active_problem_solving,high,50,89.5,8.3,6.6,5.8,1,46,45,45
male,group C,high school,free/reduced,none,yes,no,none,passive_reading,medium,67,93.9,13.0,7.0,2.8,0,62,57,64
female,group C,associate's degree,free/reduced,none,yes,no,none,group_study,medium,73,96.5,25.6,8.4,6.5,0,80,78,73
